Station_No,Station_ID,Bike_Lat,Bike_Long,name
0,d0e8f4f1834b7b33a3faf8882f567ab8,37.849735,-122.270582,Shewhat
1,983514094dd808b1604da2dcfc2d09af,37.33618830029063,-121.8892765045166,The Club On Post
2,da17603652106fda93da4e255a5b0a22,37.322124625448566,-121.88109040260316,Petiscos
3,7a21c92b3b4cd2f7759107b4fdebf869,37.3236779,-121.8741186,Smack Burgers
4,ce34d38fb230a23c1ced12d1e16df294,37.3259984,-121.87712,Petiscos
5,a3b487ad4ac93ab3e9f9654f87ed8c1e,37.3229796,-121.8879312,Petiscos
6,b4b0088fb4fbb4587cad9d89ddc092cd,37.327581,-121.884559,Petiscos
7,d576652cc151c23d6ec52b8454429d47,37.3327938,-121.8759263,Cali Spartan Mexican Kitchen
8,0a24b6ab9ca6684780b6682901b3c680,37.3448821,-121.8969655,SJ Omogari
9,a4b234ab072402cbfcbd5e306588d9a9,37.3413348,-121.9031829,SJ Omogari
10,c7d58812e5bcf9183e20ec387d0386a9,37.80781318217903,-122.26449608802795,Parche
11,ade8fb7d8bab829cc6b2b752c02882ff,37.8110807,-122.2432677,Shakewell
12,3a9baba8738c921ad820add914d8d365,37.80889393398715,-122.25646018981932,Mama Oakland
13,8870d1c76fa018d1758fad83f2be5237,37.8305452,-122.2739367,Hidden Spot - Emeryville
14,a840a66dcf537eb53ff86c7ed469f491,37.8302232,-122.2709501,Lovely Day
15,315bd655b7cf06f4cf2e3c78879043e4,37.8127441,-122.2472152,Almond & Oak
16,c58c5e00d5caeb09fab3509a349ac2ce,37.85578332030199,-122.28312671184538,Creekwood
17,55389695e3090fea977edbe85a0b7dfc,37.85557366182879,-122.2635653614998,Kuboba Spot
18,81cc789c1070340c1930450769536ea2,37.8575672,-122.2675583,Kuboba Spot
19,155125eff6270d14ae62b26c85f15ce3,37.3429973,-121.8888891,SJ Omogari
20,2bef6d41ec5018bb81726f3e1f59d344,37.3322326,-121.9125165,Zona Rosa
21,98374aab7a1553d232630758717d87a7,37.3319323,-121.9048882,True Brew San Jose - Taphouse & Kitchen
22,ead93e0002db0611076fb2d63f76ce05,37.3391456,-121.8841054,Rollati Ristorante
23,3b360d106be2aeada021d0498be74fd5,37.32086614588923,-121.87627851963045,Smack Burgers
24,62e21ee5590d59c9e7d740bf16a06bd3,37.7630152,-122.4264968,Freekeh
25,2b14980ea8a5986da568e3711ef9cf95,37.76704457969368,-122.39083349704742,GluGlu
26,2e148870409210e664005a58263b186a,37.32911866814779,-121.90457582473756,True Brew San Jose - Taphouse & Kitchen
27,3cfc266f34c8daf3fa59119deca078ea,37.7316566899845,-122.45112150907516,Shanghai Dumpling King
28,b1385ff2e23b82e61c668a9fc8275142,37.80000163118878,-122.26643800735472,Lounge Chinatown
29,0dea2fc1c8cc19369db493d2278fbbbc,37.80696976095594,-122.26658821105956,Parche
30,28754859653e0a656ba53e1fa0ea21db,37.80477,-122.403234,Fog Harbor Fish House
31,eb9c95aaf839b9c7e8b18e68288862a3,37.771762110313176,-122.39843755960464,KAIYŌ Rooftop
32,d057730bd39a7e2c920ff32d19393eb6,37.771058,-122.402717,Rosemary & Pine
33,bafbf8c2ef10271c489e9ab99dc9bd21,37.772300631747626,-122.3930275440216,KAIYŌ Rooftop
34,2c505c45b2e849f1523a243b73a34daf,37.7662185,-122.4310597,Willkommen
35,840924c8e286486604f62ef9c02ef185,37.8717192,-122.2730677,Kinda Izakaya
36,9aabe0cff5a5e7c6b014dd2c163f1ebc,37.778058,-122.2254,Noodle Belly
37,6990760eb8be3fa93313672d7be369e6,37.8072393,-122.2893702,7TH WEST
38,55f0ed0965a5a80f451700832338cd49,37.7752321,-122.2244982,Bacogai
39,726e22d3f8e5b2f3b21230c49aa676c8,37.80874983465997,-122.28328227996823,Good Luck Gato
40,bd6bf51c4defa1eba0c9bdbc8478b3ce,37.8061628,-122.2760402,Good Luck Gato
41,c0c37f106fa8f27da58b777b7681f9a8,37.7440667,-122.4214722,Komaaj
42,446009f5d7c3932df1a0215e04df9891,37.7472996,-122.4114029,Foliage SF
43,caee8a5f24d36ec088093ba35c67492d,37.7436839,-122.4268059,Komaaj
44,bafd382d63b84005dec3dcfc5a326e98,37.745738796183325,-122.42214024066924,Komaaj
45,d63f2433c8e67e0db4df7a87e5fb38e3,37.7478584,-122.4249863,Bottega
46,5a3ef6c03f1ce19c588c078270170a18,37.8297046,-122.2876102,Flores - Emeryville
47,7e709245031d51963a79004362950401,37.8312752,-122.2856333,Pippal
48,ad0fd1e1100453a35d7ce5e5d95e4779,37.7552126,-122.4209752,Bottega
49,d54612ee1577923ef1aef60393aa07c7,37.7518194,-122.4266139,Bottega
50,689893116ddb1b8dfab61c092330b00a,37.7524278,-122.4206278,Bottega
51,96bae776dd2cf75e6ed06895761636af,37.7509004,-122.4274114,Bottega
52,22e24861b62c61aa3c99d47cd90095ce,37.78729,-122.39438,Movida
53,a536696bbab818af37342ac705d5b467,37.7913,-122.399051,The Third Floor
54,cbe0501b53945e1a590ff4484798e0e6,37.7824046019341,-122.43944585323337,NONO
55,6d5e221de84a938a2a813425ddddcf2d,37.31515792998312,-121.89783275127412,Casa Villa
56,679621279b937eda9558ca1ae02f748e,37.31673647849343,-121.91000461578368,Fire and Rice
57,10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,Fire and Rice
58,f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,SJ Omogari
59,aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Vito's Trattoria
60,a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,Tipsy Putt
61,ccfc6870981cdd44b5a41bdee14e2a40,37.7873267660624,-122.41327822208405,Liholiho Yacht Club
62,35ecc8b9ed527420e102f4f1254583b2,37.75179164525661,-122.40521550178528,Destapas
63,e1217bf29c178d096c6e92ea8dc36453,37.8040367840236,-122.26240932941435,Parche
64,8924b980effba05ac4610a4abd37839e,37.364060462258806,-121.9117319583893,Hangar Bar & Grill
65,718cefa9c37e218744ea0cc193a3129a,37.7700298,-122.4117258,Eat Sushi
66,9beee70db0437cf4bd24078239213bb6,37.36186680025918,-121.90931528806688,Izakaya Restaurant
67,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,Vito's Trattoria
68,219cc838b24b5ceb39af7bcd6e6c5e13,37.36085415525383,-121.90683424472807,Izakaya Restaurant
69,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,Seven Hills
70,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,Gather Kitchen & Bar
71,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Gather Kitchen & Bar
72,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,Gather Kitchen & Bar
73,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,Gather Kitchen & Bar
74,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Creekwood
75,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Kiraku
76,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,Limón
77,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,Moo Bong Ri Korean Restaurant
78,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,Shewhat
79,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,La Esquinita
80,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Saffron Kitchen
81,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,Shewhat
82,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,Parche
83,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,Parche
84,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,Lounge Chinatown
85,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,Shewhat
86,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,Jungdon Katsu
87,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,Coqueta
88,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,The Third Floor
89,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Delarosa Downtown
90,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709596,Shewhat
91,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,The FAB
92,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212769,Corzetti
93,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,Saucy Oakland
94,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,Shewhat
95,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,Marica
96,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,Marica
97,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,The FAB
98,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,Yakiniku Shodai
99,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,Kiln
100,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,Otra
101,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,Horsefeather
102,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,Coqueta
103,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Bottega
104,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,Bottega
105,d77de46766fff22f98cbfff8959742da,37.7605936,-122.4148171,Bottega
106,1a8541216cf020de1dcf4f90c8fd0919,37.7616343,-122.3906477,Chez Maman East
107,e8061d928a602d4e74975b184f61df6d,37.7567083,-122.421025,Bottega
108,e28f658f5100e41a80d7896d356bc7f6,37.321181834267314,-121.9030898809433,Palermo Italian Restaurant
109,b063f8d6a24fea4eb06aac2817efc46b,37.32601084794081,-121.91232740879056,Lovens
110,4ceb165eadff654c51cd12c1fc44b422,37.774017937683546,-122.4238085746765,a Mano
111,113b9406090fbc8b512ee504634da501,37.7328128005294,-122.43414044380188,Manzoni
112,20506dc0614eddbe19dd917155bae3b7,37.34398467798214,-121.87438488006592,Kali Noodles and Tea Bar
113,e4484b938889737f1687d11b6ff02341,37.330698,-121.888979,Petiscos
114,3933d9199c099118951ac7cf72031c13,37.331415,-121.8932,The Club On Post
115,0cc1f03c89a4048d7b2df21d498bde14,37.329732,-121.901782,Henry's World Famous Hi-Life
116,cad9a547732685a295e62323fd9aa378,37.333798,-121.886943,The FAB
117,7bb8d66fe7b1db88c66142fe3da816c3,37.335885,-121.88566,Hula Bar and Kitchen
118,3e4a340888aa808d7bbae5d2372c06dc,37.333955,-121.877349,The FAB
119,16b5b91495e0c631f87a21bdc3b2d41f,37.834174,-122.272968,Lovely Day
120,48ae1a8e476b68de634e7f103c359b56,37.333988,-121.894902,Firehouse No.1 Gastropub
121,b347e314d1a3b9d27875b46ce3fd7f70,37.7719996,-122.3899698,ATwater Tavern
122,5b3c9868ef64e09442b06df5ce4ef24d,37.78045005996349,-122.43194639682768,NONO
123,d94a66f24de908a615ce0a46f27a682b,37.78749210438603,-122.3982846736908,Bocado
124,448833b358f62bf1d1206c813f792669,37.779046658472055,-122.44729131460188,The House of Hummus
125,515b2fdc0cfb6110776790b85400f062,37.75823842417928,-122.4260938167572,Bottega
126,03cc61af40764524160f132da0f3f681,37.8505777,-122.2781754,Creekwood
127,0a40fbe91996a7ac0b46d34871aa896b,37.73981271734901,-122.42552250623704,Komaaj
128,ff965c7f0bb892bf7053a78b4df24275,37.35288682729121,-121.88604980707169,SJ Omogari
129,49bb4994b8e1aacd936090458544f74d,37.35306166133104,-121.89193725585936,SJ Omogari
130,1d2910bd99e3e2abbe63546c231cfab8,37.77452040113685,-122.4094493687153,Bay Of Burma
131,36460a8c801bc83206f3810f859f9573,37.7765126,-122.4113061,Birdsong
132,d436129450e3a2223972a9b3f7134f73,37.8723555,-122.2664467,Gather Kitchen & Bar
133,1596efd5fa00679aefd3b5d3d1b2ef26,37.866249,-122.2993708,Thai Table
134,0d5e25e4358800e347be5dd9808fabb5,37.8658466,-122.2674431,Gather Kitchen & Bar
135,4a2e731c87e9a1e07ad0f5c8a91efd4b,37.86641794050319,-122.25379943847656,In The Wood
136,9cc649af249977ff781d4b755abd4388,37.87055532905745,-122.27972030639648,Kinda Izakaya
137,569d5c153e5380ea2f286b48217ec566,37.870407115465376,-122.29967594146729,Thai Table
138,af8c8625437ce60d8d247d158945ebd8,37.88022244590679,-122.26959228515624,Tigerlily Berkeley
139,8be5197057004601e172a2eb9bbe1f11,37.87657254910685,-122.26952791213988,Berkeley Social Club
140,02f7cffdcfad5a5d9863c1b70a7eb17c,37.849594967776646,-122.26556897163393,Shewhat
141,ebbfe1c4b86ffc03d3be17ba20a6ec99,37.8465156,-122.2653043,Shewhat
142,6ad0aba1d60a8bba74e69b3c7278acb8,37.81498823042416,-122.2748440504074,Parche
143,4deef404025cb87bec9c395b953cdfd9,37.8513755,-122.2525233,Wood Tavern
144,c2648d0ffed4d1f710ccaf79e9a304fa,37.8005161,-122.2720799,Saucy Oakland
145,8302e5d11a6c84bac27a774de41474f9,37.7973195,-122.2653199,Lounge Chinatown
146,43944ce65c342e60c0ccf1c9f5ec51f6,37.79857210846256,-122.40086898207666,Coqueta
147,60031404d0e98d8de9b6531836dc0888,37.34113203547954,-121.8928438425064,The Club On Post
148,a7d703c1d843d22ee42adb5e6db291da,37.755367132158526,-122.38879501819608,Besharam
149,5ea5e58b4dc5550721049acb54220651,37.72694296622841,-122.40659952163696,Ming Hing Restaurant
150,c2e3051962238764d5e968e6f4544485,37.86906047545393,-122.29339957237242,La Marcha Tapas Bar
151,33424dfd71dd02911d83b5b683e55791,37.771431362921085,-122.40578681230544,Hardwood Bar & Smokery
152,3367402e41d84a3c70c5056e5312bb24,37.72927865173028,-122.39289611577988,Gumbo Social
153,c8131aed6f3df2f78149eb338df66e66,37.8178269,-122.2756976,Parche
154,8ecedfe82a3e35413e8a45da10ace67b,37.8277573,-122.2567156,Mensho
155,891294b26b673dc172e2dc00d96ccf2e,37.3509643,-121.9020161,SJ Omogari
156,7c2a6fcca214cf03806ad50164de0f0e,37.3383952,-121.8807965,Rollati Ristorante
157,a4d58de82f6475801e4bf6cf97ecd387,37.3371223728942,-121.88321471214294,The Club On Post
158,086b31d113c141a26d19612139ad8956,37.78352083526095,-122.43115782737732,Marufuku Ramen
159,fcbb52bd7f4fcf0f57a7cc47078c7ff4,37.78487208436062,-122.40087568759915,Bocado
160,03ec647221434cdad0abf4907706e949,37.32673,-121.8892731,Petiscos
161,55287fdab6af4d37f97e17770b823bbe,37.86996670760404,-122.28653311729433,Pyeong Chang Tofu - Berkeley
162,0eddf1befddc9f3a1264cc05bf1a5e6a,37.8624644,-122.2647911,Fish & Bird Sousaku Izakaya
163,e69e4dce53bdbe1ffe17185ee72fdcae,37.8588682,-122.2912095,Tarocco
164,e526d675e9f591823eb822bebb0630b0,37.8623199,-122.258801,Kiraku
165,780cbaed92260f59e763de62b4cebe1f,37.776619,-122.417385,Yakiniku Shodai
166,23c911eba61c38bd79e4df21cf9a8bc6,37.7770527,-122.4295585,a Mano
167,4e8692f7a9eae9f0575945f02a87ccce,37.77754677017323,-122.43327409029006,Horsefeather
168,98c24c05dd22720e562f0c3590fabfa4,37.77610091264586,-122.4530929327011,Oraan Thai Eatery
169,76f3d32a941219346e34c87820139711,37.780526,-122.390288,KAIYŌ Rooftop
170,074ef2e71ff08fd484f93827ed83dafd,37.775946,-122.4377775,Horsefeather
171,45d4ba912fdbaf0e9d69cf9a1bde9a76,37.7774157,-122.4418376,Horsefeather
172,8846b5e327d73c5c91f52afb03bee796,37.7644783,-122.4025701,La Connessa
173,ca3529cb0093cf568576c95492de5a68,37.7610471,-122.4326417,Starbelly
174,59f57a632668a24ab18d8bc9ff703af2,37.3600013909666,-121.87877833843233,Cha's Kitchen
175,be206c6cb9c61276d1e3b9ad2a0b8060,37.32031582108647,-121.87009871006012,Smack Burgers
176,8521a7fa5b015f5cf91a490ca08e72d6,37.33677476275722,-121.90914899110793,LUNA Mexican Kitchen - The Alameda
177,25b03a236b79e665a5ed9d316388b9cd,37.31128394611736,-121.89632534980774,Casa Villa
178,e14686289c6158d279b29ef56cae6582,37.799207926286,-122.43412166833876,Wilder
179,a39949a03aa488410e33371365084987,37.32096853145443,-121.9082960486412,Fire and Rice
180,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,Fire and Rice
181,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,Firehouse No.1 Gastropub
182,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,Rollati Ristorante
183,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,Casa Villa
184,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,El Camaron De Sinaloa
185,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,Danbi Korean Restaurant
186,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,SJ Omogari
187,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,SJ Omogari
188,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,Hula Bar and Kitchen
189,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,Firehouse No.1 Gastropub
190,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,3 Bottled Fish
191,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,3 Bottled Fish
192,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,Cambodian Street Food
193,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,Parche
194,7c15582391754cff6e2573d81f228933,37.3550295822529,-121.90443634986876,Danbi Korean Restaurant
195,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894928,Besharam
196,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,Hidden Spot - Emeryville
197,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,Townhouse
198,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840517,Townhouse
199,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,Townhouse
200,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,Los Moles - Emeryville
201,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,Townhouse
202,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564208,KAIYŌ Rooftop
203,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,KAIYŌ Rooftop
204,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Cha Cha Cha
205,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,Rise Over Run
206,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600768,SJ Omogari
207,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,KAIYŌ Rooftop
208,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,Coqueta
209,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542604,Marica
210,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,Hidden Spot - Emeryville
211,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,Parche
212,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820557,Gumbo Social
213,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Wok-In Cafeteria
214,42d52309deeefe16d09e98539d8d72a1,37.78292608704408,-122.38792061805724,KAIYŌ Rooftop
215,967a7d65b042ed46b27f0f43ffa5af28,37.78146761537824,-122.45880603790285,Oraan Thai Eatery
216,cf78144e1fe0f49224de5d9886357775,37.3426625921454,-121.87729239463806,Rollati Ristorante
217,3a4f1c6eed8bd54668f9300dc876656b,37.73629587217104,-122.3899698257446,Old Skool Cafe
218,251e5569c29684642d8e0c8462446b87,37.77948760924334,-122.4631418287754,Oraan Thai Eatery
219,a33259544fdf29498c75150d70c4cbae,37.73309280990925,-122.39097297191618,Gumbo Social
220,ca5e6d6274db743fd9930b284eb903a9,37.7737172,-122.4116467,Azucar Lounge
221,5cf229224ed4bd986fae2273573dbc6b,37.77787007022392,-122.42295295000076,Teakwood
222,459b3320afadd43ccb25acb82163c335,37.777609310293336,-122.4546217918396,Oraan Thai Eatery
223,b7d2d18241329be106efbcb2dd3fa13c,37.3655356585599,-121.86796635389328,Cha's Kitchen
224,e7f4f5e18462680f3ab507c2dbd889a7,37.32412595115088,-121.89971968531609,Palermo Italian Restaurant
225,c9e4c1e83ef53fe6270ae6bda8ba1d8e,37.30901407427592,-121.9000107049942,The Table
226,84be6cf420cd87e93c445a72b0368b99,37.80936861213485,-122.26795077323914,Parche
227,7dd88dc392143af2bf399341cb327d01,37.33802231313689,-121.91947817802428,LUNA Mexican Kitchen - The Alameda
228,05c88a5c130147a66fe2745f53dacc37,37.338468014146,-121.86652064323424,Kensho Social
229,4e4a339396983190a0ecaa5c61ddc18c,37.796248,-122.279352,The Fat Lady Bar & Restaurant 
230,bb29347739d341f12609902860d0f408,37.333677122859896,-121.90861791372298,LUNA Mexican Kitchen - The Alameda
231,c02f376ce247c2d13e7c83960210cddf,37.788568914161615,-122.43540108203888,The Snug
232,9b4875d1e3afe31dbbc63bebf073d004,37.77122901793374,-122.40088641643524,Rosemary & Pine
233,07baaf6053a8f6bbd3820c137207c915,37.78071988575564,-122.47610360383987,Lokma
234,0fac71620fa19bbcbe3224593ed06c3f,37.781130551698666,-122.44737446308136,The House of Hummus
235,5d6f80bbdf9b483b9e3a78830df93e19,37.778486986397496,-122.45864510536192,Oraan Thai Eatery
236,8744f3ffea155dd0b5e223031ace4513,37.800496036682574,-122.41088703274724,Sotto Mare
237,42bc17b335a9a5a1535de0e479de403b,37.781840715520495,-122.46763586997984,Heritage Restaurant & Bar
238,1d84d9515239d01be7d4431cc9ce5728,37.33867060463943,-121.89564406871794,Firehouse No.1 Gastropub
239,ea61a83a34b04232f0247391ec3ae2e9,37.8584732,-122.2532529,In The Wood
240,73f8aa6ec3250de2a02cc0763f5a19eb,37.37111641335901,-121.88133180141448,Upper Lounge
241,7a10659bcb8e88d97a98531df0dcd2be,37.79080303242391,-122.43259012699126,The Snug
242,6fde6bae495dbd16f6cacfe31de263c6,37.77666378283064,-122.40790843963624,Birdsong
